Name           Length 
PRFA01000414__1 2097   
PRFA01000414__2 1089   
PRFA01000414__3 708    
PRFA01000414__4 921    
PRFA01000414__5 489    
PRFA01000414__6 1032   
PRFA01000414__7 837    
PRFA01000414__8 699    
PRFA01000414__9 624    
PRFA01000414__10 501    
PRFA01000414__11 534    
PRFA01000414__12 438    
PRFA01000414__13 468    
PRFA01000414__14 480    
PRFA01000414__15 1791   
